sl_pct,tp_pct,trail_pct,hold_max,lower,upper,PnL,Trades
0.0005,0.003,0.0015,7,0.47,0.51,-2350.886572426549,105.0
0.0005,0.003,0.0015,10,0.44,0.48,-1017.4660093673447,95.0
0.0005,0.003,0.0015,10,0.44,0.49,33.65748539878405,87.0
0.0005,0.003,0.0015,10,0.44,0.5,153.00329573027557,80.0
0.0005,0.003,0.0015,10,0.44,0.51,149.61110150154855,77.0
0.0005,0.003,0.0015,10,0.45,0.48,-2036.3441253122728,99.0
0.0005,0.003,0.0015,10,0.45,0.49,-1104.6471446796058,92.0
0.0005,0.003,0.0015,10,0.45,0.5,-1010.7568123593228,85.0
0.0005,0.003,0.0015,10,0.45,0.51,-1014.1490065880498,82.0
0.0005,0.003,0.0015,10,0.46,0.48,-2426.9436705238186,104.0
0.0005,0.003,0.0015,10,0.46,0.49,-1490.158592227308,97.0
0.0005,0.003,0.0015,10,0.46,0.5,-1691.2211775298783,90.0
0.0005,0.003,0.0015,10,0.46,0.51,-1694.6133717586054,87.0
0.0005,0.003,0.0015,10,0.47,0.48,-2842.877226737386,108.0
0.0005,0.003,0.0015,10,0.47,0.49,-1704.642438024428,101.0
0.0005,0.003,0.0015,10,0.47,0.5,-1935.1782195663109,94.0
0.0005,0.003,0.0015,10,0.47,0.51,-1938.570413795038,91.0
0.0005,0.003,0.002,5,0.44,0.48,-646.5422249744879,118.0
0.0005,0.003,0.002,5,0.44,0.49,231.5196733225166,109.0
0.0005,0.003,0.002,5,0.44,0.5,440.2035348193458,100.0
0.0005,0.003,0.002,5,0.44,0.51,229.16717321815668,96.0
0.0005,0.003,0.002,5,0.45,0.48,-1477.9924727715552,126.0
0.0005,0.003,0.002,5,0.45,0.49,-599.9305744745507,116.0
0.0005,0.003,0.002,5,0.45,0.5,-376.0060658263392,108.0
0.0005,0.003,0.002,5,0.45,0.51,-587.0424274275283,104.0
0.0005,0.003,0.002,5,0.46,0.48,-2541.539023977384,134.0
0.0005,0.003,0.002,5,0.46,0.49,-1633.1069849083578,124.0
0.0005,0.003,0.002,5,0.46,0.5,-1661.0265384131344,117.0
0.0005,0.003,0.002,5,0.46,0.51,-1872.0629000143235,113.0
0.0005,0.003,0.002,5,0.47,0.48,-2989.357878355775,142.0
0.0005,0.003,0.002,5,0.47,0.49,-2030.1082485773222,133.0
0.0005,0.003,0.002,5,0.47,0.5,-2309.4020205523993,125.0
0.0005,0.003,0.002,5,0.47,0.51,-2520.4383821535885,121.0
0.0005,0.003,0.002,7,0.44,0.48,-1835.821175338293,106.0
0.0005,0.003,0.002,7,0.44,0.49,-933.9035205809196,98.0
0.0005,0.003,0.002,7,0.44,0.5,-596.7548694433062,91.0
0.0005,0.003,0.002,7,0.44,0.51,-913.8194366416719,87.0
0.0005,0.003,0.002,7,0.45,0.48,-2906.8801354257303,112.0
0.0005,0.003,0.002,7,0.45,0.49,-2004.9624806683569,104.0
0.0005,0.003,0.002,7,0.45,0.5,-1622.080035890438,97.0
0.0005,0.003,0.002,7,0.45,0.51,-1939.1446030888037,93.0
0.0005,0.003,0.002,7,0.46,0.48,-3217.69360613155,118.0
0.0005,0.003,0.002,7,0.46,0.49,-2169.9927799894067,109.0
0.0005,0.003,0.002,7,0.46,0.5,-1932.6983905831003,104.0
0.0005,0.003,0.002,7,0.46,0.51,-2249.762957781466,100.0
0.0005,0.003,0.002,7,0.47,0.48,-3234.0448231398186,122.0
0.0005,0.003,0.002,7,0.47,0.49,-2297.010300292939,115.0
0.0005,0.003,0.002,7,0.47,0.5,-2063.851094019963,109.0
0.0005,0.003,0.002,7,0.47,0.51,-2380.9156612183288,105.0
0.0005,0.003,0.002,10,0.44,0.48,-1006.4852611133247,94.0
0.0005,0.003,0.002,10,0.44,0.49,80.71674253899255,86.0
0.0005,0.003,0.002,10,0.44,0.5,200.06255287048407,79.0
0.0005,0.003,0.002,10,0.44,0.51,196.67035864175705,76.0
0.0005,0.003,0.002,10,0.45,0.48,-2020.2789460006898,98.0
0.0005,0.003,0.002,10,0.45,0.49,-1052.5034564818343,91.0
0.0005,0.003,0.002,10,0.45,0.5,-958.6131241615512,84.0
0.0005,0.003,0.002,10,0.45,0.51,-962.0053183902783,81.0
0.0005,0.003,0.002,10,0.46,0.48,-2462.943716143971,103.0
0.0005,0.003,0.002,10,0.46,0.49,-1490.0801289612718,96.0
0.0005,0.003,0.002,10,0.46,0.5,-1691.1427142638422,90.0
0.0005,0.003,0.002,10,0.46,0.51,-1694.5349084925692,87.0
0.0005,0.003,0.002,10,0.47,0.48,-2878.8772723575385,108.0
0.0005,0.003,0.002,10,0.47,0.49,-1704.5639747583919,101.0
0.0005,0.003,0.002,10,0.47,0.5,-1935.0997563002747,94.0
0.0005,0.003,0.002,10,0.47,0.51,-1938.4919505290018,91.0
0.0005,0.003,0.0025,5,0.44,0.48,-646.5422249744879,118.0
0.0005,0.003,0.0025,5,0.44,0.49,231.5196733225166,109.0
0.0005,0.003,0.0025,5,0.44,0.5,440.2035348193458,100.0
0.0005,0.003,0.0025,5,0.44,0.51,229.16717321815668,96.0
0.0005,0.003,0.0025,5,0.45,0.48,-1477.9924727715552,126.0
0.0005,0.003,0.0025,5,0.45,0.49,-599.9305744745507,116.0
0.0005,0.003,0.0025,5,0.45,0.5,-376.0060658263392,108.0
0.0005,0.003,0.0025,5,0.45,0.51,-587.0424274275283,104.0
0.0005,0.003,0.0025,5,0.46,0.48,-2541.539023977384,134.0
0.0005,0.003,0.0025,5,0.46,0.49,-1633.1069849083578,124.0
0.0005,0.003,0.0025,5,0.46,0.5,-1661.0265384131344,117.0
0.0005,0.003,0.0025,5,0.46,0.51,-1872.0629000143235,113.0
0.0005,0.003,0.0025,5,0.47,0.48,-2989.357878355775,142.0
0.0005,0.003,0.0025,5,0.47,0.49,-2030.1082485773222,133.0
0.0005,0.003,0.0025,5,0.47,0.5,-2309.4020205523993,125.0
0.0005,0.003,0.0025,5,0.47,0.51,-2520.4383821535885,121.0
0.0005,0.003,0.0025,7,0.44,0.48,-1835.821175338293,106.0
0.0005,0.003,0.0025,7,0.44,0.49,-933.9035205809196,98.0
0.0005,0.003,0.0025,7,0.44,0.5,-596.7548694433062,91.0
0.0005,0.003,0.0025,7,0.44,0.51,-913.8194366416719,87.0
0.0005,0.003,0.0025,7,0.45,0.48,-2906.8801354257303,112.0
0.0005,0.003,0.0025,7,0.45,0.49,-2004.9624806683569,104.0
0.0005,0.003,0.0025,7,0.45,0.5,-1622.080035890438,97.0
0.0005,0.003,0.0025,7,0.45,0.51,-1939.1446030888037,93.0
0.0005,0.003,0.0025,7,0.46,0.48,-3217.69360613155,118.0
0.0005,0.003,0.0025,7,0.46,0.49,-2169.9927799894067,109.0
0.0005,0.003,0.0025,7,0.46,0.5,-1932.6983905831003,104.0
0.0005,0.003,0.0025,7,0.46,0.51,-2249.762957781466,100.0
0.0005,0.003,0.0025,7,0.47,0.48,-3234.0448231398186,122.0
0.0005,0.003,0.0025,7,0.47,0.49,-2297.010300292939,115.0
0.0005,0.003,0.0025,7,0.47,0.5,-2063.851094019963,109.0
0.0005,0.003,0.0025,7,0.47,0.51,-2380.9156612183288,105.0
0.0005,0.003,0.0025,10,0.44,0.48,-805.2658189067006,93.0
0.0005,0.003,0.0025,10,0.44,0.49,157.1619491200836,86.0
0.0005,0.003,0.0025,10,0.44,0.5,276.5077594515751,79.0
0.0005,0.003,0.0025,10,0.44,0.51,273.1155652228481,76.0
0.0005,0.003,0.0025,10,0.45,0.48,-1819.0595037940657,98.0
0.0005,0.003,0.0025,10,0.45,0.49,-976.0582499007432,91.0
0.0005,0.003,0.0025,10,0.45,0.5,-882.1679175804602,84.0
0.0005,0.003,0.0025,10,0.45,0.51,-885.5601118091872,81.0
0.0005,0.003,0.0025,10,0.46,0.48,-2261.724273937347,103.0
0.0005,0.003,0.0025,10,0.46,0.49,-1413.6349223801808,96.0
0.0005,0.003,0.0025,10,0.46,0.5,-1614.6975076827512,90.0
0.0005,0.003,0.0025,10,0.46,0.51,-1618.0897019114782,87.0
0.0005,0.003,0.0025,10,0.47,0.48,-2677.6578301509144,107.0
0.0005,0.003,0.0025,10,0.47,0.49,-1628.1187681773008,101.0
0.0005,0.003,0.0025,10,0.47,0.5,-1858.6545497191837,94.0
0.0005,0.003,0.0025,10,0.47,0.51,-1862.0467439479107,91.0
0.001,0.002,0.0015,5,0.44,0.48,-1155.1399935192603,109.0
0.001,0.002,0.0015,5,0.44,0.49,-615.4952350100939,102.0
0.001,0.002,0.0015,5,0.44,0.5,-650.9320838479616,93.0
0.001,0.002,0.0015,5,0.44,0.51,-247.5542300187808,89.0
0.001,0.002,0.0015,5,0.45,0.48,-2732.5983081841987,116.0
0.001,0.002,0.0015,5,0.45,0.49,-2199.165049270043,110.0
0.001,0.002,0.0015,5,0.45,0.5,-2183.8034986385173,101.0
0.001,0.002,0.0015,5,0.45,0.51,-1780.4256448093365,96.0
0.001,0.002,0.0015,5,0.46,0.48,-3491.4066020992614,123.0
0.001,0.002,0.0015,5,0.46,0.49,-2944.113525302979,117.0
0.001,0.002,0.0015,5,0.46,0.5,-3139.639332684106,109.0
0.001,0.002,0.0015,5,0.46,0.51,-2675.4290227946767,104.0
0.001,0.002,0.0015,5,0.47,0.48,-4299.727856462108,128.0
0.001,0.002,0.0015,5,0.47,0.49,-3824.6215019318624,122.0
0.001,0.002,0.0015,5,0.47,0.5,-3824.69454900852,114.0
0.001,0.002,0.0015,5,0.47,0.51,-3314.945919545571,110.0
0.001,0.002,0.0015,7,0.44,0.48,-2137.530888396039,91.0
0.001,0.002,0.0015,7,0.44,0.49,-1599.3141103246599,87.0
0.001,0.002,0.0015,7,0.44,0.5,-1107.799509938428,81.0
0.001,0.002,0.0015,7,0.44,0.51,-562.1302926288481,76.0
0.001,0.002,0.0015,7,0.45,0.48,-3660.5337100358884,97.0
0.001,0.002,0.0015,7,0.45,0.49,-3132.3560019883444,93.0
0.001,0.002,0.0015,7,0.45,0.5,-2620.5135365239257,87.0
0.001,0.002,0.0015,7,0.45,0.51,-2074.844319214346,82.0
0.001,0.002,0.0015,7,0.46,0.48,-3899.493435509401,102.0
0.001,0.002,0.0015,7,0.46,0.49,-3127.767926542292,97.0
0.001,0.002,0.0015,7,0.46,0.5,-2754.2675721794076,92.0
0.001,0.002,0.0015,7,0.46,0.51,-2208.5983548698277,87.0
0.001,0.002,0.0015,7,0.47,0.48,-4665.8810666387435,105.0
0.001,0.002,0.0015,7,0.47,0.49,-3873.5784886299225,101.0
0.001,0.002,0.0015,7,0.47,0.5,-3341.5058796827507,95.0
0.001,0.002,0.0015,7,0.47,0.51,-2519.262131958225,91.0
0.001,0.002,0.0015,10,0.44,0.48,-2618.259471760277,81.0
0.001,0.002,0.0015,10,0.44,0.49,-2343.6995049827674,78.0
0.001,0.002,0.0015,10,0.44,0.5,-1529.6125051982526,72.0
0.001,0.002,0.0015,10,0.44,0.51,-287.4432197894348,69.0
0.001,0.002,0.0015,10,0.45,0.48,-3920.147934173612,86.0
0.001,0.002,0.0015,10,0.45,0.49,-3770.0736409794918,83.0
0.001,0.002,0.0015,10,0.45,0.5,-2939.5300441758445,76.0
0.001,0.002,0.0015,10,0.45,0.51,-1697.3607587670267,73.0
0.001,0.002,0.0015,10,0.46,0.48,-3902.4524355906906,89.0
0.001,0.002,0.0015,10,0.46,0.49,-3566.3795433584746,86.0
0.001,0.002,0.0015,10,0.46,0.5,-3212.198238439174,79.0
0.001,0.002,0.0015,10,0.46,0.51,-2393.1320742071257,76.0
0.001,0.002,0.0015,10,0.47,0.48,-4539.495882652758,93.0
0.001,0.002,0.0015,10,0.47,0.49,-3953.6734375601372,89.0
0.001,0.002,0.0015,10,0.47,0.5,-3786.3144259323453,82.0
0.001,0.002,0.0015,10,0.47,0.51,-2654.35558495039,78.0
0.001,0.002,0.002,5,0.44,0.48,-1511.6044813919143,109.0
0.001,0.002,0.002,5,0.44,0.49,-971.9597228827479,102.0
0.001,0.002,0.002,5,0.44,0.5,-859.2795603170671,93.0
0.001,0.002,0.002,5,0.44,0.51,-455.90170648788626,88.0
0.001,0.002,0.002,5,0.45,0.48,-2923.410758434795,115.0
0.001,0.002,0.002,5,0.45,0.49,-2389.977499520639,109.0
0.001,0.002,0.002,5,0.45,0.5,-2226.498937485565,100.0
0.001,0.002,0.002,5,0.45,0.51,-1823.1210836563841,95.0
0.001,0.002,0.002,5,0.46,0.48,-3434.3803127855354,121.0
0.001,0.002,0.002,5,0.46,0.49,-2887.087235989253,115.0
0.001,0.002,0.002,5,0.46,0.5,-2934.4960319668317,107.0
0.001,0.002,0.002,5,0.46,0.51,-2470.285722077402,102.0
0.001,0.002,0.002,5,0.47,0.48,-4383.276799688785,127.0
0.001,0.002,0.002,5,0.47,0.49,-3908.170445158539,121.0
0.001,0.002,0.002,5,0.47,0.5,-3760.126480831648,113.0
0.001,0.002,0.002,5,0.47,0.51,-3250.3778513686993,109.0
0.001,0.002,0.002,7,0.44,0.48,-2678.488161682035,90.0
0.001,0.002,0.002,7,0.44,0.49,-1903.6525172126858,86.0
0.001,0.002,0.002,7,0.44,0.5,-1264.0209054229053,80.0
0.001,0.002,0.002,7,0.44,0.51,-718.3516881133255,76.0
0.001,0.002,0.002,7,0.45,0.48,-4062.57768752877,96.0
0.001,0.002,0.002,7,0.45,0.49,-3297.781113083256,92.0
0.001,0.002,0.002,7,0.45,0.5,-2597.146187754828,86.0
0.001,0.002,0.002,7,0.45,0.51,-2051.4769704452483,81.0
0.001,0.002,0.002,7,0.46,0.48,-4212.4068863531575,100.0
0.001,0.002,0.002,7,0.46,0.49,-3204.0625109880784,96.0
0.001,0.002,0.002,7,0.46,0.5,-2641.7696967611846,90.0
0.001,0.002,0.002,7,0.46,0.51,-2096.1004794516048,86.0
0.001,0.002,0.002,7,0.47,0.48,-4749.629362301726,104.0
0.001,0.002,0.002,7,0.47,0.49,-3720.7079178949352,100.0
0.001,0.002,0.002,7,0.47,0.5,-2999.842849083754,94.0
0.001,0.002,0.002,7,0.47,0.51,-2177.5991013592284,90.0
0.001,0.002,0.002,10,0.44,0.48,-2317.8796861566516,79.0
0.001,0.002,0.002,10,0.44,0.49,-2064.387914353749,76.0
0.001,0.002,0.002,10,0.44,0.5,-563.4590208047448,70.0
0.001,0.002,0.002,10,0.44,0.51,85.21177478561003,67.0
0.001,0.002,0.002,10,0.45,0.48,-3783.0604778098204,83.0
0.001,0.002,0.002,10,0.45,0.49,-3674.8391111055826,81.0
0.001,0.002,0.002,10,0.45,0.5,-2116.765759746064,74.0
0.001,0.002,0.002,10,0.45,0.51,-1468.094964155709,71.0
0.001,0.002,0.002,10,0.46,0.48,-3621.044616091851,86.0
0.001,0.002,0.002,10,0.46,0.49,-3285.8681567859603,84.0
0.001,0.002,0.002,10,0.46,0.5,-2732.47664742115,77.0
0.001,0.002,0.002,10,0.46,0.51,-2019.54591646076,73.0
0.001,0.002,0.002,10,0.47,0.48,-4081.124179021979,90.0
0.001,0.002,0.002,10,0.47,0.49,-3496.1981668556837,86.0
0.001,0.002,0.002,10,0.47,0.5,-3129.628950782382,79.0
0.001,0.002,0.002,10,0.47,0.51,-2103.805543072085,76.0
0.001,0.002,0.0025,5,0.44,0.48,-1511.6044813919143,109.0
0.001,0.002,0.0025,5,0.44,0.49,-971.9597228827479,102.0
0.001,0.002,0.0025,5,0.44,0.5,-859.2795603170671,93.0
0.001,0.002,0.0025,5,0.44,0.51,-455.90170648788626,88.0
0.001,0.002,0.0025,5,0.45,0.48,-2923.410758434795,115.0
0.001,0.002,0.0025,5,0.45,0.49,-2389.977499520639,109.0
0.001,0.002,0.0025,5,0.45,0.5,-2226.498937485565,100.0
0.001,0.002,0.0025,5,0.45,0.51,-1823.1210836563841,95.0
0.001,0.002,0.0025,5,0.46,0.48,-3434.3803127855354,121.0
0.001,0.002,0.0025,5,0.46,0.49,-2887.087235989253,115.0
0.001,0.002,0.0025,5,0.46,0.5,-2934.4960319668317,107.0
0.001,0.002,0.0025,5,0.46,0.51,-2470.285722077402,102.0
0.001,0.002,0.0025,5,0.47,0.48,-4383.276799688785,127.0
0.001,0.002,0.0025,5,0.47,0.49,-3908.170445158539,121.0
0.001,0.002,0.0025,5,0.47,0.5,-3760.126480831648,113.0
0.001,0.002,0.0025,5,0.47,0.51,-3250.3778513686993,109.0
0.001,0.002,0.0025,7,0.44,0.48,-2828.1151650887623,90.0
0.001,0.002,0.0025,7,0.44,0.49,-2053.2795206194132,86.0
0.001,0.002,0.0025,7,0.44,0.5,-1413.6479088296328,80.0
0.001,0.002,0.0025,7,0.44,0.51,-867.978691520053,76.0
0.001,0.002,0.0025,7,0.45,0.48,-4212.204690935498,96.0
0.001,0.002,0.0025,7,0.45,0.49,-3447.4081164899835,92.0
0.001,0.002,0.0025,7,0.45,0.5,-2746.7731911615556,86.0
0.001,0.002,0.0025,7,0.45,0.51,-2201.1039738519758,81.0
0.001,0.002,0.0025,7,0.46,0.48,-4357.323068911544,100.0
0.001,0.002,0.0025,7,0.46,0.49,-3348.9786935464654,96.0
0.001,0.002,0.0025,7,0.46,0.5,-2786.6858793195715,90.0
0.001,0.002,0.0025,7,0.46,0.51,-2241.0166620099917,86.0
0.001,0.002,0.0025,7,0.47,0.48,-4894.545544860113,104.0
0.001,0.002,0.0025,7,0.47,0.49,-3865.624100453322,100.0
0.001,0.002,0.0025,7,0.47,0.5,-3144.759031642141,94.0
0.001,0.002,0.0025,7,0.47,0.51,-2322.5152839176153,90.0
0.001,0.002,0.0025,10,0.44,0.48,-2484.122468435293,79.0
0.001,0.002,0.0025,10,0.44,0.49,-2286.7966233265615,76.0
0.001,0.002,0.0025,10,0.44,0.5,-826.5075710577221,70.0
0.001,0.002,0.0025,10,0.44,0.51,-177.83677546736726,67.0
0.001,0.002,0.0025,10,0.45,0.48,-3918.110302578716,83.0
0.001,0.002,0.0025,10,0.45,0.49,-3923.273821245326,81.0
0.001,0.002,0.0025,10,0.45,0.5,-2405.840311165972,74.0
0.001,0.002,0.0025,10,0.45,0.51,-1757.169515575617,71.0
0.001,0.002,0.0025,10,0.46,0.48,-3703.9314420780865,86.0
0.001,0.002,0.0025,10,0.46,0.49,-3508.2311766191124,84.0
0.001,0.002,0.0025,10,0.46,0.5,-2995.4795085344667,77.0
0.001,0.002,0.0025,10,0.46,0.51,-2282.5487775740767,73.0
0.001,0.002,0.0025,10,0.47,0.48,-4164.011005008215,90.0
0.001,0.002,0.0025,10,0.47,0.49,-3718.5611866888357,86.0
0.001,0.002,0.0025,10,0.47,0.5,-3392.631811895699,79.0
0.001,0.002,0.0025,10,0.47,0.51,-2366.8084041854017,76.0
0.001,0.0025,0.0015,5,0.44,0.48,-1018.2581347577216,109.0
0.001,0.0025,0.0015,5,0.44,0.49,-478.61337624855514,102.0
0.001,0.0025,0.0015,5,0.44,0.5,-423.330893787017,93.0
0.001,0.0025,0.0015,5,0.44,0.51,-19.953039957836154,89.0
0.001,0.0025,0.0015,5,0.45,0.48,-2662.3032154688844,116.0
0.001,0.0025,0.0015,5,0.45,0.49,-2128.8699565547286,110.0
0.001,0.0025,0.0015,5,0.45,0.5,-2022.7890746237972,101.0
0.001,0.0025,0.0015,5,0.45,0.51,-1619.4112207946164,96.0
0.001,0.0025,0.0015,5,0.46,0.48,-3446.926988497842,123.0
0.001,0.0025,0.0015,5,0.46,0.49,-2899.6339117015596,117.0
0.001,0.0025,0.0015,5,0.46,0.5,-3004.440387783281,109.0
0.001,0.0025,0.0015,5,0.46,0.51,-2540.2300778938516,104.0
0.001,0.0025,0.0015,5,0.47,0.48,-4288.9888990386535,128.0
0.001,0.0025,0.0015,5,0.47,0.49,-3818.0227655588096,122.0
0.001,0.0025,0.0015,5,0.47,0.5,-3727.3764813360613,114.0
0.001,0.0025,0.0015,5,0.47,0.51,-3217.6278518731124,109.0
0.001,0.0025,0.0015,7,0.44,0.48,-1626.4601894693042,91.0
0.001,0.0025,0.0015,7,0.44,0.49,-1088.2434113979252,87.0
0.001,0.0025,0.0015,7,0.44,0.5,-595.3168037658761,81.0
0.001,0.0025,0.0015,7,0.44,0.51,-106.87335155566689,76.0
0.001,0.0025,0.0015,7,0.45,0.48,-3152.8335701491305,97.0
0.001,0.0025,0.0015,7,0.45,0.49,-2624.6558621015865,92.0
0.001,0.0025,0.0015,7,0.45,0.5,-2111.4013893913507,86.0
0.001,0.0025,0.0015,7,0.45,0.51,-1622.9579371811415,82.0
0.001,0.0025,0.0015,7,0.46,0.48,-3374.423476279684,101.0
0.001,0.0025,0.0015,7,0.46,0.49,-2732.9906277113187,96.0
0.001,0.0025,0.0015,7,0.46,0.5,-2358.078266102617,91.0
0.001,0.0025,0.0015,7,0.46,0.51,-1869.6348138924077,86.0
0.001,0.0025,0.0015,7,0.47,0.48,-4160.199108906207,104.0
0.001,0.0025,0.0015,7,0.47,0.49,-3498.189191296129,99.0
0.001,0.0025,0.0015,7,0.47,0.5,-2964.70457510314,94.0
0.001,0.0025,0.0015,7,0.47,0.51,-2199.686592477985,89.0
0.001,0.0025,0.0015,10,0.44,0.48,-2131.634270083523,80.0
0.001,0.0025,0.0015,10,0.44,0.49,-1857.0743033060135,77.0
0.001,0.0025,0.0015,10,0.44,0.5,-1230.0459269634448,71.0
0.001,0.0025,0.0015,10,0.44,0.51,66.70071647812438,68.0
0.001,0.0025,0.0015,10,0.45,0.48,-3365.785099116765,85.0
0.001,0.0025,0.0015,10,0.45,0.49,-3215.710805922645,82.0
0.001,0.0025,0.0015,10,0.45,0.5,-2572.2258325609437,75.0
0.001,0.0025,0.0015,10,0.45,0.51,-1275.4791891193745,72.0
0.001,0.0025,0.0015,10,0.46,0.48,-3414.1889218641445,88.0
0.001,0.0025,0.0015,10,0.46,0.49,-3078.1160296319285,85.0
0.001,0.0025,0.0015,10,0.46,0.5,-2910.993348154574,78.0
0.001,0.0025,0.0015,10,0.46,0.51,-2104.532206395146,74.0
0.001,0.0025,0.0015,10,0.47,0.48,-4156.782869168426,92.0
0.001,0.0025,0.0015,10,0.47,0.49,-3570.9604240758053,88.0
0.001,0.0025,0.0015,10,0.47,0.5,-3590.6600358899595,81.0
0.001,0.0025,0.0015,10,0.47,0.51,-2471.3062173806247,77.0
0.001,0.0025,0.002,5,0.44,0.48,-1374.7226226303756,109.0
0.001,0.0025,0.002,5,0.44,0.49,-835.0778641212091,102.0
0.001,0.0025,0.002,5,0.44,0.5,-631.6783702561224,93.0
0.001,0.0025,0.002,5,0.44,0.51,-228.3005164269416,88.0
0.001,0.0025,0.002,5,0.45,0.48,-2853.1156657194806,115.0
0.001,0.0025,0.002,5,0.45,0.49,-2319.6824068053247,109.0
0.001,0.0025,0.002,5,0.45,0.5,-2065.484513470845,100.0
0.001,0.0025,0.002,5,0.45,0.51,-1662.106659641664,95.0
0.001,0.0025,0.002,5,0.46,0.48,-3318.090677214481,121.0
0.001,0.0025,0.002,5,0.46,0.49,-2770.7976004181983,115.0
0.001,0.0025,0.002,5,0.46,0.5,-2727.487065096371,107.0
0.001,0.0025,0.002,5,0.46,0.51,-2263.2767552069417,102.0
0.001,0.0025,0.002,5,0.47,0.48,-4300.727820295695,127.0
0.001,0.0025,0.002,5,0.47,0.49,-3829.761686815851,121.0
0.001,0.0025,0.002,5,0.47,0.5,-3590.9983911895542,113.0
0.001,0.0025,0.002,5,0.47,0.51,-3081.2497617266054,108.0
0.001,0.0025,0.002,7,0.44,0.48,-2167.4174627553,90.0
0.001,0.0025,0.002,7,0.44,0.49,-1392.5818182859512,86.0
0.001,0.0025,0.002,7,0.44,0.5,-751.5381992503535,80.0
0.001,0.0025,0.002,7,0.44,0.51,-263.0947470401443,76.0
0.001,0.0025,0.002,7,0.45,0.48,-3668.4308995961765,95.0
